instruct_text,instruct_text2,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,(press the space bar to continue),,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5039177379999842,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
"In this task, you will read 16 stories.",None,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08513056399999641,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
"Before each story you will be assigned a perspective of a particular career to assume while reading that story.
",None,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10122324100001379,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
You should read the story according to the designated perspective.,None,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08485813300001155,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
The perspectives are as follows:,None,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10217834200000198,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,space,0.0017462590000150158,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,space,0.05796100899999601,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,space,0.2509260879999715,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,space,0.07167546800002356,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,space,0.08449609400003055,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,space,0.10189712900000814,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,space,0.08561780600001612,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,space,0.03699805900004094,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
"In addition to reading all 16 stories, your task will be to answer perspective-related questions about each story.
",(press the space bar to continue),,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,space,0.11812428700000055,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
You will answer the questions about each story after reading all 16 stories. ,None,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,space,0.10075905200000079,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
There will be four questions to answer per story.,None,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,space,0.10262961199998699,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
These questions are determined by the perspective you take during the story. ,None,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,space,0.10234648400000879,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
The questions will be the same for the stories read with the same perspective. ,None,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,space,0.0850001870000483,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
"Before reading the stories, you will learn the questions associated with each career perspective in order to help you answer them. ",None,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,space,0.08519073799999433,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
You will have to try to learn these questions with a series of pre-task quizzes.,None,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,space,0.10171242699999539,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
"Once the story-reading task has begun, remember your answers to the questions for each story.",None,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,space,0.08534340799997153,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
"Again, you will be asked about the answers to these questions for each story at end of the experiment. ",None,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,space,0.1349865259999774,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
Press the space bar to begin learning the perspectives and the questions for each one.,None,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,space,0.1030561329999955,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have to go through?
","What do the clients have do at security to comply with the security check?
","How do the clients feel when they are  walking to the gates?
",Where does each client sit on the plane?,Are the security guides friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,0,0,0,4,0,0,0,0,,,,,,,,,,,,,space,0.08452874199997495,space,0.07388347099998782,space,0.16947808999998415,space,0.11898739399998703,space,0.0017057090000207609,space,0.13436180899998362,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have to go through?
","What do the clients have do at security to comply with the security check?
","How do the clients feel when they are  walking to the gates?
",Where does each client sit on the plane?,Are the security guides friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,jobphotos/business_reporter.jpg,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,space,1.601587104000032,',001,2019_Jan_24_1557,part1_subjective_segmentation,60.23802924732588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6188469440000404,,,,,,
