instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.28815053499999976,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13674680300005093,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
There are 4 parts of the experiment. ,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13641994500005694,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
1,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10283770199998798,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1339037970000163,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"For each short story, you'll be assigned one of these perspectives to assume while you read it. ",,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.136616140000001,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"In this first part of the experiment, you'll learn 4 questions associated with each perspective that you'll use when reading the stories with that particular perspective. ",,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.10346304500001224,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
The 4 questions for each perspective are learned with quizzes. ,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13381052500005808,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
2,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1362462229999437,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"In the second part of the experiment, you will read 8 short stories. ",,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13662357199996222,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.15311345999998593,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"Before each story, you will be assigned a perspective to take on while reading it. ",,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.12002989000006892,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
You'll be given a quiz before the story for the 4 questions of the assigned perspective. ,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1694103880000739,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13655072200003815,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
3,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13664397500008363,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1503986679999798,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11994039000001067,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
4,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.28438700499998504,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1196425130000307,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16940375500007576,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Questions?,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1195296649999591,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Let's begin Part 1! ,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.13654998499998783,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16720615300005193,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08680931000003511,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2699347500000613,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.21969291799996427,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1698570450000716,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.17018559199993888,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.08556326500001887,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0872110000000248,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1034248100000923,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
You’ll become acquainted with these perspectives more in the following quizzes where you’ll learn the 4 questions associated with each perspective. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.1032986149999715,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"For each perspective, you'll go through all four questions in a sequence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,0.15309653299993897,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Then you'll get the quiz and indicate which questions you saw in the order in which they appeared in the sequence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,0.15309847500009255,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
You'll indicate the question you select by pressing the number key corresponding to the number in front of the question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,space,0.13654817200006164,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"If you indicate the wrong question during the quiz, you'll get the questions presented in the correct order again and restart the quiz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,space,0.13426156699995317,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"After you've passed the quizzes for each perspective, you'll do all of the quizzes a final time but without seeing the correct order of the questions beforehand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,space,0.1368004150000388,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Press space to begin the quizzes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,space,0.16982778800002052,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.11960849500007953,space,0.3504827750000459,space,0.219920638000076,space,1.5532645349999257,space,2.919967791999966,space,0.5862582000000884,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5672231480000391,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Great job! You’ve finished the quizzes and Part 1. Please notify the researcher that you have finished. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,space,1.0200894650000691,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Let's begin Part 2! ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,space,0.28634041800000887,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
You are about to begin the second part of the experiment where you will read short stories. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,space,0.4035743399999774,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"The stories will be presented to you sentence by sentence, such that each sentence is read individually. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,space,0.33661326500009636,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"As a reminder, you'll be assigned a perspective and given the corresponding quiz before each story. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,space,0.2365935630000422,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"IMPORTANT! While reading each story, you will additionally have to make a judgement about each sentence in order to advance to the next sentence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,space,0.2340240379999159,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Some people feel that the stories have natural “parts.” we want you to make a judgement about when you think the story has transitioned from one “part” to another. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,space,0.23656258000005437,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Please press “9” if you think the sentence you are reading has begun a new “part” of the story. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,space,0.2699608499999613,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"For example, you should press “9” at the beginning of a story and when you think a different “part” in the story is beginning. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,space,0.23617551200004527,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Please press “1” if you think the sentence is in the same “part” as the sentence before. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,space,0.1530202180000515,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
There are no “right” answers- we want to see what you think these transitions are. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,space,0.13633660299990424,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"When you press "1" or "9", you will not be able to go back to previous sentences or change the judgement you made about a previous sentence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,space,0.10321141999997963,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
"Please use both index fingers during the story reading, with one resting on the “1” and the other on the “9.”",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,space,0.1364562300000216,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
Questions?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,space,0.12006570999994892,,,,,,,,,,,,,,,,,,,,,,,,,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.16746284199996353,',001,2019_Jun_19_1601,part1_subjective_segmentation,3.0.4,59.956272691180125,
