instruct_text,this_pic,rolePic,job,instruct_text2,Q1,Q2,Q3,Q4,D1,D2,roleName,instructText,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_8.keys,key_resp_8.rt,key_resp_2.keys,key_resp_2.rt,key_resp_6.keys,key_resp_6.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,frameRate,
Welcome to the Job Simulator Task!,instructions_photos/pixel.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0724192809998385,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
"In this task, you’ll first be introduced to the perspectives of 8 different jobs. ",instructions_photos/i1.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.741214841999863,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
You’ll then learn 4 questions associated with each perspective. ,instructions_photos/i2.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.154376545999639,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
"Subsequently, you will be asked to apply those perspectives and questions to 8 stories.",instructions_photos/i3.png,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.37033750799992,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
"For each story you read, you will be asked to assume one of the perspectives. ",instructions_photos/i3.png,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.67250199199998,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
"While reading, try to remember the perspective and the questions of that perspective. ",instructions_photos/i3.png,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.8365945960003955,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
"After you’re finished reading all the stories, you will be asked to recall the stories and answer questions about them. ",instructions_photos/i4.png,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.136793966999903,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
Let’s begin! The 8 perspectives are as follows:,None,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,45.89919885900008,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.754452370999843,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4191330270000435,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.1691490970001723,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.0861084799998935,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.6339436980001665,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.320794016000036,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.551491076000275,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.635389086000032,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
Each of these perspectives will be applied to one story. ,,,,(press space to continue),,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,5.253069149000112,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
"Each perspective has 4 questions, and you will answer these questions about each story.",,,,None,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,space,5.470430328999555,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
You’ll answer these questions about each story after reading all 8 stories. ,,,,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,space,5.1541543739999724,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
You’ll learn these questions with a series of pre-task quizzes and then the story reading will begin.,,,,None,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,space,9.338254419999885,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
"Once the story-reading task has begun, remember your answers to the questions for each story.",,,,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,space,29.659928074000163,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
Press the space bar to begin learning the perspectives and the questions for each one.,,,,None,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,space,6.5201880249996975,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/acem.jpg,,,"When the clients arrive at the airport, how much time do they have to go through?
","What do the clients have do at security to comply with the security check?
","How do the clients feel when they are  walking to the gates?
",Where does each client sit on the plane?,Are the security guides friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,space,3.62063229100022,space,27.248754463000296,space,27.350237894000202,space,4.302843370999653,space,22.50842810500035,space,5.820207854000728,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/acem.jpg,,,"When the clients arrive at the airport, how much time do they have to go through?
","What do the clients have do at security to comply with the security check?
","How do the clients feel when they are  walking to the gates?
",Where does each client sit on the plane?,Are the security guides friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,space,2.485383114999422,space,10.554672981000294,space,3.503251043000091,space,5.269255639999756,space,3.953970376000143,space,1.8017632009996305,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,0,2,2,6,0,0,0,0,,,,,,,,,,,,,,,,,,,space,0.03529787000024953,space,4.585987881999245,space,11.304315685000802,space,8.303034962999845,space,3.620461772999988,space,0.8178605809998771,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/matchmaker.jpg,,,"Who notices who first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,0,3,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.4211912780001512,space,36.58152186700045,space,4.83508235499994,space,6.605260723999891,space,4.1364563140004975,space,1.3843652960003965,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/matchmaker.jpg,,,"Who notices who first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,4,4,5,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.722123001,space,2.432948937999754,space,2.8361838149994583,space,4.5198064289998,space,3.25136138400012,space,1.2192103019997376,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/couples.jpeg,,,"How does the person who is initiating the breakup feel before they do it?
","Why does the initiator want to break up?
","How does the person being broken up with respond?
",Do the partners leave on good terms?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,0,5,5,7,0,0,0,0,,,,,,,,,,,,,,,,,,,space,3.220134397000038,space,7.353825999000037,space,3.802429208000831,space,3.535537192999982,space,2.7021622860002026,space,0.9848118099998828,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/couples.jpeg,,,"How does the person who is initiating the breakup feel before they do it?
","Why does the initiator want to break up?
","How does the person being broken up with respond?
",Do the partners leave on good terms?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,6,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.9348373800003174,space,3.618824532999497,space,10.119924184999945,space,4.319790376000128,space,2.600858438000614,space,0.701801137000075,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,0,7,7,3,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.3038273579995803,space,5.435292969999864,space,2.8032770319996416,space,4.9863768220002385,space,6.4530397459993765,space,0.7348908459998711,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,9.654679744000532,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/business_reporter.jpg,,,What industry are the business people in?,What is being negotiated and how much money is at stake?,What is the response to the proposed deal?,What comes about from the business proposal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.7337073179996878,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/restaurant_critic.jpg,,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/matchmaker.jpg,,,"Who notices who first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,2.1496229300000778,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/matchmaker.jpg,,,"Who notices who first and why do they notice the other?
","How does the couple start talking?
","Which of the people proposes going on an actual date and what do they propose?
","Who leaves first and why do they have to go?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,2.7191385099995387,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/weddingplanner.jpg,,,"How does the person who proposed feel before proposing?
","What is the ring like?
","Does anyone help with the proposal?
","Who witnessed the “yes”?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/acem.jpg,,,"When the clients arrive at the airport, how much time do they have to go through?
","What do the clients have do at security to comply with the security check?
","How do the clients feel when they are  walking to the gates?
",Where does each client sit on the plane?,Are the security guides friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,2.0372775260002527,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/acem.jpg,,,"When the clients arrive at the airport, how much time do they have to go through?
","What do the clients have do at security to comply with the security check?
","How do the clients feel when they are  walking to the gates?
",Where does each client sit on the plane?,Are the security guides friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,0.12054422599976533,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/gscem.jpg,,,"What is the grocery store like upon entering?
","What items do the clients pick out?
","How is the checkout line and how long do the clients wait in line?
","How much are the groceries and what method of payment do the clients use?
",How long does it take for the cashier to scan all of the customers’ groceries?,What type of grocery bags do the clients use?,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.7182787539995843,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/dean.jpg,,,"What is the lecture hall like?
","What class are the students  in and what is the day’s lecture about?
","What is something taught in lecture?
",When is the next assessment in the class?,Are the students paying attention?,Are the desks comfortable?,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/couples.jpeg,,,"How does the person who is initiating the breakup feel before they do it?
","Why does the initiator want to break up?
","How does the person being broken up with respond?
",Do the partners leave on good terms?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,1.0508119489995806,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,jobphotos/couples.jpeg,,,"How does the person who is initiating the breakup feel before they do it?
","Why does the initiator want to break up?
","How does the person being broken up with respond?
",Do the partners leave on good terms?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,,,,,,,,,,,"Additionally, while reading each story, you will also indicate when you think a new “part” of the story is beginning. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,space,30.977789833000315,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,,,,,,,,,,,Some people feel that the stories have natural “parts”.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,space,3.2022714889999406,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,,,,,,,,,,,You will press “9” if you think the sentence is the beginning of a new “part.”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,space,3.6707329379996736,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,,,,,,,,,,,For example you should press “9” at the beginning of a new story or when you think a different event is beginning. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,space,5.903638960000535,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,,,,,,,,,,,You will press “1” if you think the sentence is in the same “part” as the sentence before. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,space,47.16576614099995,,,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.918128276999596,,001,2019_Feb_05_1312,part1_subjective_segmentation,60.12216390822176,
