instruct_text,rolePic,job,Q1,Q2,Q3,Q4,D1,D2,roleName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,key_resp_9.keys,key_resp_9.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_17.keys,key_resp_17.rt,key_resp_2.keys,key_resp_2.rt,key_resp_14.keys,key_resp_14.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.9035772750503384,,,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"In this experiment, you will be assuming the perspectives of various jobs while reading short stories.",,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.420061744051054,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
There are 4 parts of the experiment. ,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.1861596389790066,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
1,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8526747320429422,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"In the first part, you'll be introduced to the perspectives of 8 different jobs.",,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.4010823799762875,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"For each short story, you'll be assigned one of these perspectives to assume while you read it. ",,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.853369878954254,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"In this first part of the experiment, you'll learn 4 questions associated with each perspective that you'll use when reading the stories with that particular perspective. ",,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.655040887009818,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
The 4 questions for each perspective are learned with quizzes. ,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.587143860000651,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
2,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.786665322026238,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"In the second part of the experiment, you will read 8 short stories. ",,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.503552070003934,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.701356247998774,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"Before each story, you will be assigned a perspective to take on while reading it. ",,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.92041745496681,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
You'll be given a quiz before the story for the 4 questions of the assigned perspective. ,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,53.30430661299033,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
You must pass this quiz to move onto the story. ,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.120628460019361,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
3,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.3369744480005465,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.403778089967091,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
There is a 5 minute time limit for recalling each story. ,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,27.433828017965425,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
4,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,48.07346314802999,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"In the fourth part of the experiment, you will be asked questions about each story. ",,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.403576957003679,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.120483686972875,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
Questions?,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,34.55593901698012,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
Let's begin Part 1! ,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3366811670130119,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
The 8 perspectives are as follows:,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.50358227500692,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/couples.jpeg,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.953647347050719,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/weddingplanner.jpg,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.353386184957344,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/dean.jpg,Dean of Academic Studies,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.467627798032481,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/acem.jpg,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,16.737772636988666,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/restaurant_critic.jpg,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.6365676849964075,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/business_reporter.jpg,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.804128735035192,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/gscem.jpg,"Grocery Store Customer Experience Manager
",,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.584247149992734,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/matchmaker.jpg,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.036085633037146,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
You’ll become acquainted with these perspectives more in the following quizzes where you’ll learn the 4 questions associated with each perspective. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,space,7.587110947002657,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"For each perspective, you'll go through all four questions in a sequence. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,space,4.553248407959472,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
Then you'll get the quiz and indicate which questions you saw in the order in which they appeared in the sequence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,space,25.18835679499898,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
You'll indicate the question you select by pressing the number key corresponding to the number in front of the question. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,space,9.184677513025235,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"If you indicate the wrong question during the quiz, you'll get the questions presented in the correct order again and restart the quiz. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,space,7.203716519987211,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
"After you've passed the quizzes for each perspective, you'll do all of the quizzes a final time but without seeing the correct order of the questions beforehand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,space,11.90472511498956,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
Press space to begin the quizzes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,space,3.8699382999911904,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,6.436827855010051,space,5.502857510000467,space,10.587104330013972,space,3.103457567980513,space,4.453317200008314,space,2.26918183604721,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/restaurant_critic.jpg,,How is the restaurant decorated?,What are the menus like?,"What do the clients order?
",How do the clients like the food?,How old is the waiter?,What meal is being served?,Restaurant Critic,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,15.954058300005272,space,8.003530354995746,space,9.43685782502871,space,8.854685677972157,space,2.4696086819749326,space,0.9359475019737147,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.1524152000201866,space,5.903281042003073,space,2.7366377399885096,space,0.6526856719865464,space,1.417462989978958,space,0.6363856830284931,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5529926029848866,space,1.1713115539751016,space,1.3522556439856999,space,1.3702567670261487,space,1.3523231989820488,space,0.5697991499910131,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.752771176979877,space,1.2530090730288066,space,1.3360351779847406,space,0.5529245809884742,space,0.4185580060002394,space,0.5360123729915358,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/couples.jpeg,,For how long has the initiator of the breakup been thinking about breaking up with his/her partner?,"What is the initial reason stated by the initiator for why he/she is breaking up?
",Does the person who is being broken up with want to break up and what’s the reason stated by the person being broken up with that he/she does or does not want to break up?,What object(s) do either partner ask for back?,Does the person being broken up with expect that this is coming?,For how long has the initiator been wanting to break up?,"Couples Therapist
",,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.6008581850328483,space,7.787618210015353,space,2.6174479099572636,space,4.686728589993436,space,1.5198877599905245,space,0.686967879999429,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/business_reporter.jpg,,"What are the job titles of both of the business people?
","How much money is at stake in the initial offer made?
",What is the name of the other industry competitor? ,With what gesture do the business partners secure the deal?,Is the deal fair?,How long does it take to make the deal?,Business Reporter,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when he/she first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3027599329943769,space,9.370999027974904,space,9.085083841986489,space,5.37009877001401,space,1.651273904950358,space,1.2025082220206968,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when he/she first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.33694475202355534,space,0.8690121099934913,space,1.5197343599866144,space,1.2709088529809378,space,1.368697673024144,space,0.4529635380022228,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/matchmaker.jpg,,What object is the initiator of the interaction holding when he/she first notices the other person?,What is the initial question that begins the conversation between the couple?,When will be the next time the couple meets and for what occasion?,"What time is it when the couple parts?
",Is the couple going to get married?,Who shows more interest?,Matchmaker,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9864307519746944,space,6.670417296991218,space,3.20330825203564,space,4.68631204799749,space,3.1203490469488315,space,0.5842965330230072,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9026114449952729,space,1.2863981870468706,space,1.48630518297432,space,0.8861401100293733,space,2.0530965049983934,space,0.5697202720330097,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/acem.jpg,,"When the clients arrive at the airport, how much time do they have until their flight departs?
",What is the reason for the hold-up at security?,"Toward which gate are the clients walking?
","What section and seat does each client sit in on the plane?
",Are the security guards friendly or rude?,Are the airport restrooms clean?,Airport Customer Experience Manager,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
,jobphotos/weddingplanner.jpg,,"For how many years has the couple been dating?
","How many diamonds are on the ring and what is the diamond color?
","In/on what item is the ring presented?
","Who does the new fiancee text first?
",Is anyone taking pictures of the proposal?,How long does the proposal take?,Wedding Planner,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,22.988496720034163,space,2.170409597980324,space,3.236992639955133,space,2.0870432970114052,space,6.353238593030255,space,0.43625493301078677,,,,,061419_p1,001,2019_Jun_14_1338,part1_subjective_segmentation,3.0.4,59.96084341433329,
